text,label
"© 2025 All right reserved by Chic Events DC. Unauthorized use and/or duplication of all and any material found on this website without express and written permission from this website’s author and/or owner is strictly prohibited. Excerpts and links may be used only with written permission from the website’s owner, provided that full and clear credit is given to Chic Events DC with appropriate and specific direction to the original content, no exceptions. Exhibitor Rules and Regulations Exhibitor Contract",EVENT
COVID-19 SAFETY ACKNOWLEDGEMENT — LIABILITY WAIVER AND RELEASE OF CLAIMS,NON-EVENT
© 2025 All right reserved by Chic Events DC. Unauthorized use and/or duplication of all and any material found on this website is strictly prohibited. Exhibitor Rules and Regulations Exhibitor Contract,EVENT
COVID-19 SAFETY ACKNOWLEDGEMENT — LIABILITY WAIVER AND RELEASE OF CLAIMS,NON-EVENT
© 2025 All right reserved by Chic Events DC. Unauthorized use and/or duplication of all and any material found on this website is strictly prohibited.,EVENT
Chic Events DC a division of Royal Events Group,NON-EVENT
© 2020 All rights Reserved. Design by Elementor,EVENT
Facebook Twitter Google-plus Pinterest Chic Events DC error: Content is protected !!,NON-EVENT
Skip to content Washington DC | Virginia | Maryland ArtsandCrafts@Royal-EventsPlanning.com Facebook Instagram Twitter Youtube CHIC EVENTS DC Bringing the Fun in Your Area,NON-EVENT
2025 Vendor Registration ARTS & CRAFTS FESTIVALS ARTS & CRAFTS VENDOR REGISTRATION,EVENT
CULTURAL FESTIVALS CULTURAL FESTIVALS VENDOR REGISTRATION FAMILY FUN FESTIVALS FAMILY / FUN FESTIVALS VENDOR REGISTRATION Home Photo Gallery,NON-EVENT
Arts & Crafts Events Photos,EVENT
Cultural Events Photos Family/ Fun Events Photos Business Networking Events Photos About Blog,NON-EVENT
2025 Virtual Vendor Events,EVENT
Around The World Cultural Festival,NON-EVENT
"2026 Around The World Food Vendor Registration 2025 Around The World Festival Non-Food Vendor Registration 2025 ATW Sponsorship Opportunities RSVP to the 2025 Around The World Festival Facebook Event Arts & Crafts Fairs Frederick Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form National Harbor Arts & Crafts Fair 2025 Spring into Art Vendor Registration Form ~ National Harbor, MD Old Town Alexandria Arts & Crafts Fair 2025 Old Town Alexandria Arts & Crafts Spring Fair ~ Mother’s Day Celebration Old Town Manassas Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form Silver Spring Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form",EVENT
Cultural Festivals,NON-EVENT
2025 Cultural Events Vendor Registration,EVENT
Family/ Fun Festivals,NON-EVENT
"2025 Family/ Fun Events Vendor Registration 2025 Beats, Bites and Brews in Old Town Alexandria Vendor Registration 2025 Oktoberfest in Old Town Alexandria Vendor Registration 2025 Oktoberfest in Old Town Manassas Vendor Registration 2025 Alexandria Fall-O-Ween Vendor Registration",EVENT
Christmas Markets,NON-EVENT
"2025 National Harbor Christmas Market and Holiday Craft Show Vendor Registration 2025 Old Town Alexandria Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Old Town Manassas Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Silver Spring Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Woodbridge/ Stonebridge Christmas Market and Holiday Craft Show Vendor Registration December 20, 2025 – Woodbridge Arts & Crafts Christmas Market Vendor Registration 2025 Vendor Registration 2025 Schedule of Events 2025 Single Event Vendor Registration 2025 Multiple Events Vendor Registration 2025 Event Locations Statistics 2025 Participating Vendors",EVENT
Event Production Vendor Management,NON-EVENT
2025 Performer Application,EVENT
Employment Opportunities Volunteer Contact Home Photo Gallery,NON-EVENT
Arts & Crafts Events Photos,EVENT
Cultural Events Photos Family/ Fun Events Photos Business Networking Events Photos About Blog,NON-EVENT
2025 Virtual Vendor Events,EVENT
Around The World Cultural Festival,NON-EVENT
"2026 Around The World Food Vendor Registration 2025 Around The World Festival Non-Food Vendor Registration 2025 ATW Sponsorship Opportunities RSVP to the 2025 Around The World Festival Facebook Event Arts & Crafts Fairs Frederick Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form National Harbor Arts & Crafts Fair 2025 Spring into Art Vendor Registration Form ~ National Harbor, MD Old Town Alexandria Arts & Crafts Fair 2025 Old Town Alexandria Arts & Crafts Spring Fair ~ Mother’s Day Celebration Old Town Manassas Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form Silver Spring Arts & Crafts Fair 2025 Arts & Crafts Fair Vendor Registration Form",EVENT
Cultural Festivals,NON-EVENT
2025 Cultural Events Vendor Registration,EVENT
Family/ Fun Festivals,NON-EVENT
"2025 Family/ Fun Events Vendor Registration 2025 Beats, Bites and Brews in Old Town Alexandria Vendor Registration 2025 Oktoberfest in Old Town Alexandria Vendor Registration 2025 Oktoberfest in Old Town Manassas Vendor Registration 2025 Alexandria Fall-O-Ween Vendor Registration",EVENT
Christmas Markets,NON-EVENT
"2025 National Harbor Christmas Market and Holiday Craft Show Vendor Registration 2025 Old Town Alexandria Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Old Town Manassas Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Silver Spring Christmas Market and Holiday Craft Show Vendor Registration Form 2025 Woodbridge/ Stonebridge Christmas Market and Holiday Craft Show Vendor Registration December 20, 2025 – Woodbridge Arts & Crafts Christmas Market Vendor Registration 2025 Vendor Registration 2025 Schedule of Events 2025 Single Event Vendor Registration 2025 Multiple Events Vendor Registration 2025 Event Locations Statistics 2025 Participating Vendors",EVENT
Event Production Vendor Management,NON-EVENT
2025 Performer Application,EVENT
Employment Opportunities Volunteer Contact Archives What Small Business Owners Need To Know About The New Round Of PPP Loans,NON-EVENT
"Do you qualify? And if so. where do you apply? Well… we have some answers below:   Round 2 of the SBA’s Paycheck Protection Program (PPP) opened on Monday, Jan. 11, 2021. For the first week of PPP2, the program is only available to small businesses applying at community financial institutions (CFIs). These lenders provide funding […]",EVENT
"Grants for Arts Projects As more and more small business are struggling with making ends meet during this pandemic, we wanted to see if there are any options for arts and crafts vendors to maybe find funding for our fellow artisans. This pandemic hit home for so many of us and it’s really encouraging to see efforts from government […]",NON-EVENT
Transition from Live to Virtual Events,EVENT
"As we are all cooped up inside our homes and under the “stay at home” order which most states have in place currently, the events industry, all together, has been faced with a new challenge – how to survive the novel coronavirus pandemic?  Event organizers together with arts and crafts vendors, food vendors, independent consultants […] How to have a successful booth at vendor events Here are our top seven tips:   Keep It Simple. Keep your display simple and eye catching. … Draw People In. Make sure there’s a reason for people to stop by, and more importantly stay, at your booth. … Stay Front and Center. Never sit or stand behind your booth. … Be Smart About Your […] Vendors Due Your Diligence on Competition We have created this short weekly blog only to provide more help understanding both Vendors and Event Organizers and create a common ground for both parties. Please remember that this should be a team work, not a competition. We are involved with both parties on a regular basis and we hope this weekly blog will […] Know your Organizer",NON-EVENT
"I recently joined a Facebook group of arts & crafts vendors and while reading through different posts and comments, I realized that a lot of vendors are complaining about different events they participated in and blaming the organizer for the lack of advertising. While in some cases this could be true, vendors also need to […]",EVENT
"Welcome to our Blog! We are introducing you to the latest trends in the Events industry from the best designers worldwide. We are also showcasing the most fashionable events in the Washington DC Metro Area, so make sure you follow our blog! Enjoy!!",NON-EVENT
Exhibitor Rules and Regulations Exhibitor Contract,EVENT
